Transaction_ID,Date,Drug_Name,Batch_Number,Qty_Sold,MRP_Unit_Price,Total_Amount
TXN-19558,2025-08-11,Pan 40,PAN-2507-55,4,155,620
TXN-19559,2025-08-11,Azithral 500,AZI-2507-82,1,118.5,118.5
TXN-19560,2025-08-11,Telma 40,TEL-2507-72,4,220,880
TXN-19561,2025-08-11,Allegra 120,ALL-2508-55,4,198,792
TXN-19562,2025-08-12,Glycomet 500,GLY-2507-44,1,22.5,22.5
TXN-19563,2025-08-12,Azithral 500,AZI-2507-50,1,118.5,118.5
TXN-19564,2025-08-12,Telma 40,TEL-2508-98,2,2200,440
TXN-19565,2025-08-12,Telma 40,TEL-2507-72,1,220,220
TXN-19566,2025-08-12,Glycomet 500,GLY-2507-29,5,22.5,112.5
TXN-19567,2025-08-12,Azithral 500,AZI-2507-50,3,118.5,355.5
TXN-19568,2025-08-12,Dolo 650,,6,30,180
TXN-19569,2025-08-12,Azithral 500,AZI-2508-69,5,118.5,592.5
TXN-19570,2025-08-12,Allegra 120,ALL-2507-75,1,198,198
TXN-19571,2025-08-12,Allegra 120,ALL-2507-16,2,198,396
TXN-19572,2025-08-12,Pan 40,PAN-2507-34,5,1550,775
TXN-19573,2025-08-12,Telma 40,TEL-2507-72,3,220,660
TXN-19574,2025-08-12,Glycomet 500,GLY-2508-52,1,22.5,22.5
TXN-19575,2025-08-12,Pan 40,PAN-2508-35,1,155,155
TXN-19576,2025-08-12,Dolo 650,DOL-2507-71,4,30,120
TXN-19577,2025-08-13,Azithral 500,AZI-2507-82,5,118.5,592.5
TXN-19578,2025-08-13,Telma 40,TEL-2507-72,5,220,1100
TXN-19579,2025-08-13,Telma 40,TEL-2507-72,5,220,1100
TXN-19580,2025-08-13,Allegra 120,ALL-2507-16,2,198,396
TXN-19581,2025-08-13,Glycomet 500,GLY-2507-44,2,22.5,45
TXN-19582,2025-08-14,Glycomet 500,GLY-2507-29,5,22.5,112.5
TXN-19583,2025-08-14,Pan 40,PAN-2507-55,1,155,155
TXN-19584,2025-08-14,Dolo 650,DOL-2508-24,8,30,240
TXN-19585,2025-08-14,Azithral 500,AZI-2507-82,2,118.5,237
TXN-19586,2025-08-14,Glycomet 500,GLY-2507-44,5,22.5,112.5
TXN-19587,2025-08-14,Pan 40,PAN-2507-55,4,155,620
TXN-19588,2025-08-14,Dolo 650,DOL-2507-71,4,30,120
TXN-19589,2025-08-14,Dolo 650,DOL-2508-24,10,30,300
TXN-19590,2025-08-14,Dolo 650,DOL-2507-48,6,30,180
TXN-19591,2025-08-14,Glycomet 500,GLY-2507-29,3,22.5,67.5
TXN-19592,2025-08-14,Allegra 120,ALL-2508-55,1,198,198
TXN-19593,2025-08-14,Glycomet 500,GLY-2508-52,5,22.5,112.5
TXN-19594,2025-08-14,Telma 40,TEL-2507-72,1,220,220
TXN-19595,2025-08-15,Glycomet 500,,4,22.5,90
TXN-19596,2025-08-15,Glycomet 500,GLY-2507-29,2,22.5,45
TXN-19597,2025-08-15,Telma 40,TEL-2508-98,2,220,440
TXN-19598,2025-08-15,Allegra 120,ALL-2507-75,2,198,396
TXN-19599,2025-08-15,Dolo 650,DOL-2507-71,8,30,240
TXN-19600,2025-08-15,Allegra 120,ALL-2507-75,3,198,594
TXN-19601,2025-08-15,Dolo 650,DOL-2507-48,8,30,240
TXN-19602,2025-08-16,Azithral 500,,2,118.5,237
TXN-19603,2025-08-16,Telma 40,TEL-2508-98,3,220,660
TXN-19604,2025-08-16,Dolo 650,DOL-2507-48,5,30,150
TXN-19605,2025-08-16,Pan 40,PAN-2508-35,2,1550,310
TXN-19606,2025-08-16,Dolo 650,DOL-2507-48,7,30,210
TXN-19607,2025-08-16,Telma 40,TEL-2507-72,3,220,660
TXN-19608,2025-08-16,Telma 40,TEL-2507-71,5,220,1100
TXN-19609,2025-08-16,Dolo 650,DOL-2507-71,5,30,150
TXN-19610,2025-08-16,Allegra 120,ALL-2508-55,4,198,792
TXN-19611,2025-08-16,Pan 40,PAN-2507-55,2,155,310
TXN-19612,2025-08-16,Dolo 650,,8,30,240
TXN-19613,2025-08-16,Dolo 650,DOL-2507-48,8,30,240
TXN-19614,2025-08-16,Dolo 650,DOL-2507-48,6,30,180
TXN-19615,2025-08-16,Allegra 120,ALL-2507-16,4,198,792
TXN-19616,2025-08-16,Allegra 120,ALL-2507-16,4,198,792
TXN-19617,2025-08-17,Pan 40,PAN-2508-35,3,155,465
TXN-19618,2025-08-17,Dolo 650,DOL-2508-24,3,30,90
TXN-19619,2025-08-17,Azithral 500,AZI-2507-50,2,118.5,237
TXN-19620,2025-08-17,Allegra 120,ALL-2507-16,2,198,396
TXN-19621,2025-08-17,Allegra 120,ALL-2507-75,4,198,792
TXN-19622,2025-08-17,Dolo 650,DOL-2507-48,7,30,210
TXN-19623,2025-08-17,Allegra 120,ALL-2507-16,2,,396
TXN-19624,2025-08-17,Glycomet 500,GLY-2508-52,3,22.5,67.5
TXN-19625,2025-08-17,Pan 40,PAN-2507-55,4,155,620
TXN-19626,2025-08-17,Pan 40,PAN-2508-35,2,155,310
TXN-19627,2025-08-17,Glycomet 500,GLY-2508-52,2,22.5,45
TXN-19628,2025-08-17,Glycomet 500,GLY-2507-29,3,22.5,67.5
TXN-19629,2025-08-17,Azithral 500,AZI-2507-82,4,118.5,474
TXN-19630,2025-08-18,Allegra 120,ALL-2508-55,2,198,396
TXN-19631,2025-08-18,Azithral 500,AZI-2508-69,2,118.5,237
TXN-19632,2025-08-18,Telma 40,,5,220,1100
TXN-19633,2025-08-18,Dolo 650,DOL-2508-24,5,30,150
TXN-19634,2025-08-18,Allegra 120,ALL-2508-55,4,198,792
TXN-19635,2025-08-18,Telma 40,TEL-2507-72,4,220,880
TXN-19636,2025-08-18,Allegra 120,ALL-2507-16,5,1980,990
TXN-19637,2025-08-18,Glycomet 500,GLY-2507-44,5,22.5,112.5
TXN-19638,2025-08-18,Dolo 650,DOL-2507-71,7,30,210
TXN-19639,2025-08-18,Glycomet 500,GLY-2507-44,3,,67.5
TXN-19640,2025-08-18,Glycomet 500,GLY-2508-52,2,22.5,45
TXN-19641,2025-08-18,Azithral 500,AZI-2508-69,3,118.5,355.5
TXN-19642,2025-08-18,Pan 40,PAN-2507-55,5,155,775
TXN-19643,2025-08-18,Azithral 500,AZI-2507-50,4,118.5,474
TXN-19644,2025-08-19,Glycomet 500,GLY-2507-44,1,22.5,22.5
TXN-19645,2025-08-19,Azithral 500,AZI-2508-69,1,118.5,118.5
TXN-19646,2025-08-19,Glycomet 500,GLY-2507-44,2,22.5,45
TXN-19647,2025-08-19,Dolo 650,DOL-2508-24,6,30,180
TXN-19648,2025-08-19,Pan 40,PAN-2508-35,1,155,155
TXN-19649,2025-08-19,Glycomet 500,GLY-2507-44,5,22.5,112.5
TXN-19650,2025-08-19,Pan 40,,1,155,155
TXN-19651,2025-08-19,Azithral 500,AZI-2508-69,3,118.5,355.5
TXN-19652,2025-08-19,Glycomet 500,GLY-2507-29,2,22.5,45
TXN-19653,2025-08-20,Telma 40,TEL-2508-98,2,220,440
TXN-19654,2023-01-01,Allegra 120,ALL-2508-55,3,198,594
TXN-19655,2025-08-20,Allegra 120,ALL-2507-75,2,198,396
TXN-19656,2025-08-20,Telma 40,TEL-2508-32,3,220,660
TXN-19657,2025-08-20,Azithral 500,AZI-2507-50,5,118.5,592.5
TXN-19658,2025-08-20,Allegra 120,ALL-2507-75,2,198,396
TXN-19659,2023-01-01,Pan 40,PAN-2508-24,5,155,775
TXN-19660,2025-08-21,Dolo 650,DOL-2507-71,6,30,180
TXN-19661,2025-08-21,Telma 40,TEL-2508-98,3,220,660
TXN-19662,2025-08-21,Azithral 500,,3,118.5,355.5
TXN-19663,2025-08-21,Allegra 120,ALL-2508-55,5,198,990
TXN-19664,2025-08-21,Telma 40,TEL-2507-71,4,220,880
TXN-19665,2025-08-21,Allegra 120,ALL-2507-75,2,198,396
TXN-19666,2025-08-21,Allegra 120,ALL-2507-75,5,198,990
TXN-19667,2025-08-21,Dolo 650,DOL-2507-71,7,30,210
TXN-19668,2025-08-21,Telma 40,TEL-2507-71,2,220,440
TXN-19669,2025-08-21,Dolo 650,DOL-2508-24,10,30,300
TXN-19670,2023-01-01,Dolo 650,DOL-2508-22,9,30,270
TXN-19671,2025-08-21,Telma 40,TEL-2508-32,1,220,220
TXN-19672,2025-08-21,Dolo 650,DOL-2507-71,9,30,270
TXN-19673,2025-08-21,Glycomet 500,GLY-2507-44,3,22.5,67.5
TXN-19674,2025-08-21,Pan 40,PAN-2508-24,4,155,620
TXN-19675,2025-08-22,Glycomet 500,GLY-2508-26,2,22.5,45
TXN-19676,2025-08-22,Allegra 120,ALL-2508-61,4,198,792
TXN-19677,2025-08-22,Telma 40,TEL-2508-98,5,220,1100
TXN-19678,2025-08-22,Pan 40,PAN-2508-24,3,155,465
TXN-19679,2025-08-22,Azithral 500,AZI-2508-98,2,118.5,237
TXN-19680,2025-08-22,Pan 40,PAN-2508-35,4,155,620
TXN-19681,2025-08-22,Azithral 500,AZI-2508-69,2,118.5,237
TXN-19682,2025-08-22,Pan 40,PAN-2507-34,1,155,155
TXN-19683,2025-08-22,Azithral 500,AZI-2508-69,2,118.5,237
TXN-19684,2025-08-22,Allegra 120,ALL-2507-75,5,198,990
TXN-19685,2025-08-22,Dolo 650,DOL-2507-71,5,30,150
TXN-19686,2025-08-22,Pan 40,PAN-2507-34,1,155,155
TXN-19687,2025-08-22,Telma 40,TEL-2507-71,5,220,1100
TXN-19688,2025-08-23,Glycomet 500,GLY-2508-52,5,22.5,112.5
TXN-19689,2025-08-23,Dolo 650,,9,30,270
TXN-19690,2025-08-23,Pan 40,PAN-2507-34,1,155,155
TXN-19691,2025-08-23,Pan 40,PAN-2507-34,3,155,465
TXN-19692,2025-08-23,Glycomet 500,GLY-2508-26,1,22.5,22.5
TXN-19693,2025-08-23,Allegra 120,ALL-2508-61,2,198,396
TXN-19694,2025-08-23,Telma 40,TEL-2507-71,5,220,1100
TXN-19695,2025-08-23,Pan 40,PAN-2507-34,5,155,775
TXN-19696,2025-08-23,Allegra 120,ALL-2508-55,4,198,792
TXN-19697,2025-08-23,Glycomet 500,GLY-2508-52,5,22.5,112.5
TXN-19698,2025-08-23,Pan 40,PAN-2508-35,2,155,310
TXN-19699,2025-08-23,Glycomet 500,GLY-2508-52,5,22.5,112.5
TXN-19700,2025-08-24,Pan 40,PAN-2508-35,3,155,465
TXN-19701,2025-08-24,Allegra 120,ALL-2508-61,5,198,990
TXN-19702,2025-08-24,Azithral 500,AZI-2508-69,3,118.5,355.5
TXN-19703,2025-08-24,Dolo 650,DOL-2507-71,6,30,180
TXN-19704,2025-08-24,Azithral 500,AZI-2507-50,3,118.5,355.5
TXN-19705,2025-08-24,Azithral 500,AZI-2508-69,2,118.5,237
TXN-19706,2025-08-24,Telma 40,TEL-2508-98,5,220,1100
TXN-19707,2025-08-24,Telma 40,TEL-2508-98,5,220,1100
TXN-19708,2025-08-24,Pan 40,,5,155,775
TXN-19709,2025-08-24,Telma 40,TEL-2507-71,1,220,220
TXN-19710,2025-08-24,Pan 40,PAN-2508-24,2,155,310
TXN-19711,2025-08-24,Dolo 650,DOL-2507-71,8,30,240
TXN-19712,2025-08-25,Telma 40,TEL-2508-98,4,220,880
TXN-19713,2025-08-25,Pan 40,PAN-2508-24,3,155,465
TXN-19714,2025-08-25,Glycomet 500,,3,22.5,67.5
TXN-19715,2025-08-25,Dolo 650,DOL-2508-24,7,30,210
TXN-19716,2025-08-25,Allegra 120,ALL-2508-61,1,198,198
TXN-19717,2025-08-25,Dolo 650,DOL-2507-71,10,30,300
TXN-19718,2025-08-25,Pan 40,PAN-2507-34,1,155,155
TXN-19719,2025-08-25,Telma 40,TEL-2507-71,3,220,660
TXN-19720,2025-08-25,Azithral 500,AZI-2507-50,1,118.5,118.5
TXN-19721,2025-08-26,Azithral 500,AZI-2508-69,5,118.5,592.5
TXN-19722,2025-08-26,Pan 40,,5,155,775
TXN-19723,2025-08-26,Dolo 650,DOL-2508-24,5,30,150
TXN-19724,2025-08-26,Dolo 650,DOL-2507-71,6,30,180
TXN-19725,2025-08-26,Telma 40,TEL-2508-32,3,220,660
TXN-19726,2025-08-26,Pan 40,PAN-2507-34,2,155,310
TXN-19727,2025-08-26,Dolo 650,DOL-2508-24,7,30,210
TXN-19728,2025-08-26,Telma 40,TEL-2507-71,5,220,1100
TXN-19729,2025-08-26,Dolo 650,DOL-2508-24,5,30,150
TXN-19730,2025-08-26,Telma 40,TEL-2508-32,3,220,660
TXN-19731,2025-08-26,Pan 40,PAN-2508-35,5,155,775
TXN-19732,2025-08-26,Telma 40,TEL-2508-98,5,220,1100
TXN-19733,2025-08-27,Telma 40,TEL-2507-71,4,220,880
TXN-19734,2025-08-27,Glycomet 500,GLY-2508-26,5,22.5,112.5
TXN-19735,2025-08-27,Pan 40,PAN-2507-34,1,155,155
TXN-19736,2025-08-27,Pan 40,PAN-2508-24,5,155,775
TXN-19737,2025-08-27,Telma 40,TEL-2507-71,4,220,880
TXN-19738,2025-08-27,Glycomet 500,GLY-2508-52,5,22.5,112.5
TXN-19739,2025-08-27,Glycomet 500,GLY-2508-26,1,22.5,22.5
TXN-19740,2025-08-28,Dolo 650,DOL-2507-71,7,30,210
TXN-19741,2025-08-28,Dolo 650,,8,30,240
TXN-19742,2025-08-28,Azithral 500,AZI-2508-98,1,118.5,118.5
TXN-19743,2025-08-28,Dolo 650,DOL-2508-22,5,30,150
TXN-19744,2025-08-28,Telma 40,TEL-2507-71,4,220,880
TXN-19745,2025-08-28,Azithral 500,AZI-2507-50,5,118.5,592.5
TXN-19746,2025-08-28,Pan 40,PAN-2507-34,3,155,465
TXN-19747,2025-08-28,Allegra 120,ALL-2507-75,1,198,198
TXN-19748,2025-08-28,Azithral 500,AZI-2508-69,2,118.5,237
TXN-19749,2025-08-28,Dolo 650,,4,30,120
TXN-19750,2025-08-28,Telma 40,TEL-2507-71,5,220,1100
TXN-19751,2025-08-28,Pan 40,PAN-2508-35,1,155,155
TXN-19752,2025-08-28,Telma 40,TEL-2507-71,2,220,440
TXN-19753,2025-08-29,Allegra 120,ALL-2507-75,3,198,594
TXN-19754,2023-01-01,Glycomet 500,GLY-2508-52,3,22.5,67.5
TXN-19755,2025-08-29,Pan 40,,3,155,465
TXN-19756,2025-08-29,Pan 40,PAN-2508-24,5,155,775
TXN-19757,2025-08-29,Pan 40,PAN-2507-34,5,155,775
TXN-19758,2025-08-29,Allegra 120,ALL-2508-55,2,198,396
TXN-19759,2025-08-29,Pan 40,PAN-2507-34,5,155,775
TXN-19760,2023-01-01,Glycomet 500,GLY-2507-44,2,22.5,45
TXN-19761,2025-08-30,Dolo 650,DOL-2507-71,5,30,150
TXN-19762,2025-08-30,Telma 40,TEL-2507-71,4,220,880
TXN-19763,2025-08-30,Azithral 500,AZI-2507-50,2,118.5,237
TXN-19764,2025-08-30,Pan 40,PAN-2507-34,3,155,465
TXN-19765,2025-08-30,Dolo 650,,9,30,270
TXN-19766,2025-08-30,Dolo 650,DOL-2507-71,6,30,180
TXN-19767,2025-08-30,Telma 40,TEL-2507-71,1,220,220
TXN-19768,2025-08-30,Glycomet 500,GLY-2508-26,1,225,22.5
TXN-19769,2025-08-30,Allegra 120,ALL-2507-75,3,198,594
TXN-19770,2025-08-30,Telma 40,TEL-2507-71,5,220,1100
TXN-19771,2025-08-30,Pan 40,PAN-2508-35,4,155,620
TXN-19772,2025-08-30,Telma 40,TEL-2507-71,1,220,220
TXN-19773,2025-08-31,Allegra 120,,2,198,396
TXN-19774,2025-08-31,Allegra 120,ALL-2508-61,5,198,990
TXN-19775,2025-08-31,Dolo 650,DOL-2508-24,3,30,90
TXN-19776,2025-08-31,Dolo 650,DOL-2507-71,10,30,300
TXN-19777,2025-08-31,Allegra 120,ALL-2508-55,3,198,594
TXN-19778,2025-08-31,Glycomet 500,GLY-2507-44,4,22.5,90
TXN-19779,2025-08-31,Telma 40,TEL-2507-71,3,220,660
TXN-19780,2025-08-31,Pan 40,PAN-2508-35,3,155,465
TXN-19781,2025-08-31,Dolo 650,DOL-2508-22,9,30,270
TXN-19782,2025-08-31,Allegra 120,ALL-2507-75,2,198,396
TXN-19783,2025-08-31,Dolo 650,DOL-2507-71,6,30,180
TXN-19784,2025-08-31,Telma 40,TEL-2508-32,4,220,880
TXN-19785,2025-08-31,Pan 40,PAN-2508-24,2,155,310
TXN-19786,2025-08-31,Azithral 500,AZI-2507-50,2,118.5,237
TXN-19787,2023-01-01,Allegra 120,ALL-2508-55,1,198,198
TXN-19788,2025-09-01,Glycomet 500,GLY-2507-44,4,22.5,90
TXN-19789,2025-09-01,Pan 40,,1,155,155
TXN-19790,2025-09-01,Pan 40,PAN-2508-24,3,155,465
TXN-19791,2025-09-01,Telma 40,TEL-2507-71,1,220,220
TXN-19792,2025-09-01,Allegra 120,ALL-2507-75,1,198,198
TXN-19793,2025-09-01,Glycomet 500,GLY-2508-26,2,22.5,45
TXN-19794,2025-09-01,Telma 40,TEL-2508-98,2,220,440
TXN-19795,2025-09-01,Glycomet 500,GLY-2507-44,4,22.5,90
TXN-19796,2025-09-01,Dolo 650,DOL-2508-22,7,30,210
TXN-19797,2025-09-01,Dolo 650,DOL-2508-24,5,30,150
TXN-19798,2025-09-01,Azithral 500,AZI-2508-69,5,118.5,592.5
TXN-19799,2025-09-01,Pan 40,,2,155,310
TXN-19800,2025-09-01,Glycomet 500,GLY-2508-52,4,22.5,90
TXN-19801,2025-09-01,Dolo 650,,8,30,240
TXN-19802,2025-09-01,Allegra 120,ALL-2508-61,5,198,990
TXN-19803,2025-09-02,Glycomet 500,GLY-2507-44,1,22.5,22.5
TXN-19804,2025-09-02,Azithral 500,AZI-2508-98,3,118.5,355.5
TXN-19805,2025-09-02,Dolo 650,DOL-2508-22,7,30,210
TXN-19806,2025-09-02,Azithral 500,AZI-2508-98,3,118.5,355.5
TXN-19807,2025-09-02,Pan 40,PAN-2508-24,4,155,620
TXN-19808,2025-09-02,Pan 40,PAN-2508-35,2,155,310
TXN-19809,2025-09-02,Azithral 500,,3,118.5,355.5
TXN-19810,2025-09-02,Telma 40,TEL-2508-98,1,220,220
TXN-19811,2025-09-02,Glycomet 500,GLY-2508-52,2,22.5,45
TXN-19812,2025-09-02,Allegra 120,ALL-2507-75,4,198,792
TXN-19813,2025-09-02,Allegra 120,ALL-2508-61,2,198,396
TXN-19814,2025-09-02,Pan 40,PAN-2508-24,2,155,310
TXN-19815,2025-09-02,Azithral 500,AZI-2508-69,4,118.5,474
TXN-19816,2025-09-02,Glycomet 500,GLY-2508-52,3,22.5,67.5
TXN-19817,2025-09-02,Azithral 500,AZI-2508-69,5,118.5,592.5
TXN-19818,2025-09-03,Pan 40,PAN-2508-24,3,155,465
TXN-19819,2025-09-03,Glycomet 500,GLY-2508-26,1,22.5,22.5
TXN-19820,2025-09-03,Telma 40,TEL-2507-71,5,220,1100
TXN-19821,2025-09-03,Dolo 650,DOL-2508-24,7,30,210
TXN-19822,2025-09-03,Allegra 120,ALL-2507-75,1,198,198
TXN-19823,2025-09-03,Dolo 650,DOL-2507-71,7,30,210
TXN-19824,2025-09-03,Telma 40,TEL-2508-32,2,220,440
TXN-19825,2025-09-03,Allegra 120,ALL-2508-55,1,198,198
TXN-19826,2025-09-03,Dolo 650,DOL-2507-71,6,30,180
TXN-19827,2025-09-04,Telma 40,TEL-2508-98,1,220,220
TXN-19828,2025-09-04,Azithral 500,AZI-2508-98,5,118.5,592.5
TXN-19829,2025-09-04,Azithral 500,AZI-2508-98,4,118.5,474
TXN-19830,2025-09-04,Glycomet 500,GLY-2507-44,4,22.5,90
TXN-19831,2023-01-01,Azithral 500,AZI-2508-98,3,118.5,355.5
TXN-19832,2025-09-04,Pan 40,PAN-2507-34,4,155,620
TXN-19833,2025-09-04,Telma 40,TEL-2508-98,3,220,660
TXN-19834,2025-09-04,Glycomet 500,GLY-2508-52,3,22.5,67.5
TXN-19835,2025-09-04,Telma 40,TEL-2507-71,5,220,1100
TXN-19836,2025-09-05,Dolo 650,DOL-2508-24,8,30,240
TXN-19837,2025-09-05,Allegra 120,ALL-2508-55,2,198,396
TXN-19838,2025-09-05,Dolo 650,DOL-2507-71,7,30,210
TXN-19839,2025-09-05,Dolo 650,DOL-2508-22,6,30,180
TXN-19840,2025-09-05,Glycomet 500,GLY-2507-44,2,22.5,45
TXN-19841,2025-09-05,Glycomet 500,,5,22.5,112.5
TXN-19842,2025-09-05,Dolo 650,DOL-2508-24,3,30,90
TXN-19843,2025-09-06,Azithral 500,AZI-2507-50,2,118.5,237
TXN-19844,2025-09-06,Glycomet 500,GLY-2507-44,1,22.5,22.5
TXN-19845,2025-09-06,Dolo 650,DOL-2507-71,8,30,240
TXN-19846,2025-09-06,Allegra 120,ALL-2507-75,1,198,198
TXN-19847,2025-09-06,Dolo 650,DOL-2508-24,5,30,150
TXN-19848,2025-09-06,Azithral 500,AZI-2507-50,2,118.5,237
TXN-19849,2025-09-06,Telma 40,TEL-2508-98,3,220,660
TXN-19850,2025-09-06,Dolo 650,DOL-2508-22,8,30,240
TXN-19851,2025-09-06,Telma 40,TEL-2508-98,4,220,880
TXN-19852,2025-09-06,Glycomet 500,,5,22.5,112.5
TXN-19853,2025-09-06,Dolo 650,,6,30,180
TXN-19854,2025-09-06,Pan 40,PAN-2508-35,3,155,465
TXN-19855,2025-09-06,Allegra 120,,4,198,792
TXN-19856,2025-09-07,Telma 40,TEL-2508-98,3,220,660
TXN-19857,2025-09-07,Azithral 500,AZI-2508-98,1,118.5,118.5
TXN-19858,2025-09-07,Pan 40,PAN-2508-35,3,155,465
TXN-19859,2025-09-07,Azithral 500,,4,118.5,474
TXN-19860,2025-09-07,Telma 40,TEL-2508-98,2,220,440
TXN-19861,2025-09-07,Azithral 500,AZI-2508-98,5,118.5,592.5
TXN-19862,2025-09-07,Glycomet 500,GLY-2507-44,5,22.5,112.5
TXN-19863,2025-09-07,Allegra 120,ALL-2508-55,4,198,792
TXN-19864,2025-09-07,Allegra 120,ALL-2508-55,3,198,594
TXN-19865,2025-09-07,Pan 40,PAN-2508-35,2,155,310
TXN-19866,2025-09-08,Glycomet 500,GLY-2508-52,2,22.5,45
TXN-19867,2025-09-08,Telma 40,TEL-2508-32,4,220,880
TXN-19868,2025-09-08,Telma 40,TEL-2508-32,3,2200,660
TXN-19869,2025-09-08,Glycomet 500,GLY-2508-26,3,22.5,67.5
TXN-19870,2025-09-08,Allegra 120,ALL-2508-55,3,198,594
TXN-19871,2025-09-08,Telma 40,TEL-2508-32,3,220,660
TXN-19872,2023-01-01,Telma 40,TEL-2508-98,4,220,880
TXN-19873,2025-09-08,Pan 40,PAN-2508-24,3,155,465
TXN-19874,2025-09-08,Allegra 120,ALL-2508-55,2,198,396
TXN-19875,2025-09-08,Azithral 500,AZI-2508-69,4,118.5,474
TXN-19876,2025-09-08,Allegra 120,ALL-2508-55,2,198,396
TXN-19877,2025-09-08,Allegra 120,ALL-2509-45,2,198,396
TXN-19878,2025-09-08,Telma 40,TEL-2508-98,1,220,220
TXN-19879,2025-09-08,Glycomet 500,GLY-2509-48,3,22.5,67.5
TXN-19880,2025-09-09,Glycomet 500,GLY-2509-48,4,22.5,90
TXN-19881,2025-09-09,Glycomet 500,GLY-2509-48,1,22.5,22.5
TXN-19882,2025-09-09,Pan 40,PAN-2508-35,5,155,775
TXN-19883,2025-09-09,Pan 40,PAN-2508-24,4,155,620
TXN-19884,2025-09-09,Glycomet 500,,1,22.5,22.5
TXN-19885,2025-09-09,Dolo 650,DOL-2509-48,9,30,270
TXN-19886,2025-09-09,Dolo 650,DOL-2508-22,6,,180
TXN-19887,2025-09-09,Telma 40,TEL-2508-98,5,220,1100
TXN-19888,2025-09-10,Telma 40,TEL-2508-32,5,220,1100
TXN-19889,2025-09-10,Azithral 500,AZI-2508-98,3,118.5,355.5
TXN-19890,2025-09-10,Dolo 650,DOL-2509-48,8,30,240
TXN-19891,2025-09-10,Allegra 120,,2,198,396
TXN-19892,2025-09-10,Pan 40,,1,155,155
TXN-19893,2025-09-10,Glycomet 500,,5,22.5,112.5
TXN-19894,2025-09-10,Azithral 500,AZI-2508-98,1,118.5,118.5
TXN-19895,2025-09-10,Pan 40,PAN-2509-19,5,155,775
TXN-19896,2025-09-11,Azithral 500,AZI-2509-48,2,118.5,237
TXN-19897,2025-09-11,Telma 40,TEL-2509-41,2,220,440
TXN-19898,2025-09-11,Telma 40,TEL-2509-41,2,,440
TXN-19899,2025-09-11,Telma 40,TEL-2508-32,3,220,660
TXN-19900,2025-09-11,Glycomet 500,GLY-2508-52,3,22.5,67.5
TXN-19901,2025-09-11,Dolo 650,DOL-2508-22,9,30,270
TXN-19902,2025-09-11,Allegra 120,ALL-2509-45,2,198,396
TXN-19903,2025-09-11,Allegra 120,ALL-2509-45,2,198,396
TXN-19904,2025-09-11,Telma 40,,4,220,880
TXN-19905,2025-09-11,Dolo 650,DOL-2509-48,8,30,240
TXN-19906,2025-09-11,Glycomet 500,GLY-2508-26,5,22.5,112.5
TXN-19907,2025-09-12,Pan 40,,2,155,310
TXN-19908,2025-09-12,Allegra 120,ALL-2509-45,4,198,792
TXN-19909,2025-09-12,Pan 40,PAN-2508-35,2,155,310
TXN-19910,2025-09-12,Allegra 120,ALL-2509-45,4,198,792
TXN-19911,2025-09-12,Allegra 120,ALL-2508-55,3,198,594
TXN-19912,2025-09-12,Azithral 500,AZI-2508-69,3,118.5,355.5
TXN-19913,2025-09-12,Azithral 500,AZI-2509-48,3,118.5,355.5
TXN-19914,2025-09-12,Allegra 120,,3,198,594
TXN-19915,2025-09-12,Telma 40,TEL-2509-41,3,220,660
TXN-19916,2025-09-13,Dolo 650,DOL-2509-48,8,30,240
TXN-19917,2025-09-13,Glycomet 500,GLY-2508-52,4,22.5,90
TXN-19918,2025-09-13,Azithral 500,AZI-2509-48,4,118.5,474
TXN-19919,2025-09-13,Azithral 500,AZI-2508-69,1,118.5,118.5
TXN-19920,2025-09-13,Azithral 500,AZI-2508-98,4,118.5,474
TXN-19921,2025-09-13,Glycomet 500,GLY-2508-26,5,22.5,112.5
TXN-19922,2025-09-13,Azithral 500,,5,118.5,592.5
TXN-19923,2025-09-13,Glycomet 500,GLY-2509-48,3,22.5,67.5
TXN-19924,2025-09-13,Dolo 650,DOL-2508-22,6,30,180
TXN-19925,2025-09-13,Azithral 500,,1,118.5,118.5
TXN-19926,2025-09-14,Pan 40,PAN-2508-24,3,155,465
TXN-19927,2025-09-14,Telma 40,TEL-2508-98,5,220,1100
TXN-19928,2025-09-14,Pan 40,PAN-2509-19,3,155,465
TXN-19929,2025-09-14,Telma 40,,2,220,440
TXN-19930,2025-09-14,Dolo 650,DOL-2508-22,9,30,270
TXN-19931,2025-09-14,Pan 40,PAN-2508-35,3,155,465
TXN-19932,2025-09-14,Glycomet 500,GLY-2509-48,4,22.5,90
TXN-19933,2025-09-14,Dolo 650,DOL-2508-22,7,30,210
TXN-19934,2025-09-14,Glycomet 500,GLY-2508-26,3,22.5,67.5
TXN-19935,2025-09-15,Pan 40,,5,155,775
TXN-19936,2025-09-15,Glycomet 500,GLY-2509-48,1,22.5,22.5
TXN-19937,2025-09-15,Dolo 650,DOL-2508-22,9,30,270
TXN-19938,2025-09-15,Azithral 500,,2,118.5,237
TXN-19939,2025-09-15,Telma 40,TEL-2509-41,1,220,220
TXN-19940,2025-09-15,Glycomet 500,,4,22.5,90
TXN-19941,2025-09-15,Azithral 500,AZI-2508-98,5,118.5,592.5
TXN-19942,2025-09-15,Azithral 500,AZI-2509-48,2,118.5,237
TXN-19943,2025-09-15,Azithral 500,AZI-2508-69,4,118.5,474
